,,UNIQUE DATE,avg CH4 (ppm),AT (C),H2S (ppb),RH (%),SO2 (ppb),WD (deg),WD_STD (deg),avg WS (km/h),WS_STD (km/h),BP_2 (mB),DEW_2 (C),PAR_16 (umol m-2 s-1),avg SR_29 (W/m2),VW20 (km/h),VW20_STD (km/h),GR (W/m2)
1,648,2020-12-31,2.012,-10.5,0.5,85.9,0.6,152.5,39.7,3,1.7,971,-13.03,0,0.039,-0.1,1,0
5,653,2021-01-05,2.3935,-14.15,1.15,81.95,4.825,155.025,39.15,5.2,1.95,970.25,-16.14,20.84025,12.49375,0.125,0.725,20.8
1,654,2021-01-06,2.250666667,-1.633333333,0.6,77.2,1.433333333,146.6333333,28.06666667,12.33333333,4.433333333,962.3333333,-4.117,0.219666667,0.260666667,-0.633333333,1.933333333,0
1,655,2021-01-07,2.323375,-1.6375,1.725,72.3125,11.6375,161.925,47.175,4.75,2.1625,975.125,-4.50275,20.31625,46.38425,-0.4125,1.2625,41.0875
1,656,2021-01-08,2.40075,-9.6,1.975,76.85,0.425,154.375,34.65,7.225,1.925,981.75,-9.33875,61.8925,102.834,0.075,0.625,93.825
2,658,2021-01-10,2.269,-11,0.7,85.2,0.2,140.7,12.4,8.9,2.1,971,-11.61,0,0.055,0.1,0.9,0.3
1,659,2021-01-11,2.345,0,1.7,75.1,1.2,169.7,54.4,7.6,4.3,958,-2.724,0,0.044,-0.9,2.6,0
1,660,2021-01-12,2.3625,-1.25,3.05,73.5,1.8,142.9,24.8,7.45,3.05,957,-4.2205,17.63,16.725,-0.05,0.95,44.05
2,662,2021-01-14,2.218666667,-6.3,0.466666667,81.6,0.433333333,157.0333333,49.83333333,2.733333333,1.3,982.6666667,-9.096666667,136.18,106.5,0.066666667,0.533333333,113.8666667
1,663,2021-01-15,2.192,-11.05,1,86.05,0.4,144.7,29.3,6.95,2.8,973.5,-10.215,0.3285,0.2045,0.05,1.2,1.75
2,665,2021-01-17,2.359333333,-11.66666667,0.9,89.2,5.266666667,159.9333333,23.6,5.066666667,1.766666667,970.6666667,-13.00333333,0,0.041666667,-0.266666667,0.666666667,0.266666667
1,666,2021-01-18,2.36,-9.6,1.1,90.8,28.6,141.4,25.2,8,3.2,974,-10.09,0,0.033,0.2,1.1,0
1,667,2021-01-19,2.082,-10.4,0.6,87.6,6.8,162,29.1,9.1,3,983,-12.71,0,0.043,0.3,1.3,0
4,671,2021-01-23,2.123,-33.2,0.3,72.5,0.7,165.6,67.4,0.9,1.1,985,-33.31,137.9,141.4,0.2,0.8,111.6
1,672,2021-01-24,2.1645,-29,0.6,72.5,0.65,157.7,33.4,5.25,1.75,979,-32.52,102.367,109.7305,0.25,1.5,90.2
5,677,2021-01-29,2.278666667,-13.2,0.166666667,61.96666667,3.6,147.4,19.46666667,7.4,1.866666667,970.3333333,-18.79,167.8,221.7333333,-0.1,1.233333333,84.66666667
1,678,2021-01-30,2.505,-12.8,0.9,62.1,1.5,140.4,51.1,2.9,1.7,976,-16.4,277.6,233,0.1,0.9,164.5
1,679,2021-01-31,2.7048,-18.1,0.84,80.52,0.28,142.76,15.26,6.34,1.84,979.2,-18.71,28.76,22.2714,0.04,0.5,3.2
1,680,2021-02-01,2.249,-10.63333333,0.233333333,74.36666667,1.566666667,152.4333333,29.66666667,8.333333333,3.466666667,974,-14.41,41.444,22.52166667,0.1,1.433333333,40.53333333
6,686,2021-02-07,2.369,-33.86666667,1.3,68.26666667,7.866666667,149.8,61.86666667,2.833333333,1.666666667,987.6666667,-38.44,117.3666667,187.782,0,0.633333333,121.4
6,692,2021-02-13,2.191666667,-19.56666667,1.133333333,72.56666667,8.033333333,160.2,35.5,5.533333333,2.1,994.6666667,-26.32,45.27,74.95666667,0.033333333,1.2,66.8
1,693,2021-02-14,2.235166667,-19.55,0.483333333,63.98333333,2.7,148.1333333,23.4,6.366666667,2.383333333,986.6666667,-23.51166667,37.70983333,83.20083333,0.283333333,1.35,46.33333333
1,694,2021-02-15,2.1762,-12.64,0.54,48.96,7.76,145.06,22.84,9.3,2.92,971.8,-21.702,75.0434,157.5244,0.36,1.5,112.12
1,695,2021-02-16,2.2348,-15.4,0.5,58.6,4.52,156.48,29.92,7.84,2.44,970.2,-21.4,20.46,31.4532,0.12,1,18.94
1,696,2021-02-17,2.635,-27.4,0.9,76,0.5,140.9,51.9,3.6,2.5,978,-29.24,0,0.037,0,0.4,3
1,697,2021-02-18,2.401,-10.54,0.78,61.04,2.24,149.8,27.64,6.94,1.74,970.8,-15.146,13.3046,16.6152,0.22,1.18,1.5
1,698,2021-02-19,2.501666667,-5.466666667,2.2,62.16666667,11.4,155.6,21.73333333,8.366666667,2.433333333,962,-11.68133333,67.23333333,41.55833333,0.166666667,1.3,27.6
2,700,2021-02-21,2.61,2.18,5.48,82.8,29.76,170.34,34.42,6.1,2.22,946,-1.7066,115.3804,60.1074,-0.54,1.78,76.24
3,703,2021-02-24,2.705,-13.4,1.5,77.6,1.8,140.4,47.4,3.4,1.7,979,-16.25,219.4,166.7,0.1,1,269.9
1,704,2021-02-25,2.525,-9,1.1,77.2,0.3,140,12.2,9.4,3,969,-12.13,0,0.041,0,0.4,0
9,713,2021-03-06,2.391,2.45,0.65,73.2,0.8,168.15,42.05,7.75,3.25,960.5,-1.8615,112.85,65.4655,-0.15,1.9,81.2
1,714,2021-03-07,2.2515,2,0.95,59.8,5,170.2,48,6.3,2.9,966,-5.5745,305.5,227.1,-0.05,1.05,292
1,715,2021-03-08,2.170375,-3.7375,1.075,40.5,8.6,170.65,30.2375,8.275,2.7,980.375,-15.31125,191.293,122.539375,0.0625,1.3375,58.775
1,716,2021-03-09,2.11,-4.85,0.2,50.55,0.75,146.75,26.8,7.65,3.35,977.5,-14.525,0,0.05,0.25,1.3,0
2,718,2021-03-11,2.042833333,-0.85,0.25,38.2,0.55,150.9666667,21.31666667,12.35,3.816666667,969.5,-13.53666667,222.795,132.1038333,0.15,1.8,54.51666667
1,719,2021-03-12,2.446,-2.6,2.4,54.2,14.7,149.6,38.2,4.1,1.8,966,-10.47,0,0.047,-0.6,0.7,0
3,722,2021-03-15,2.61675,-2.85,0.95,44.125,7.95,158.725,16.625,8.225,2.05,974.25,-13.8,3.51525,2.5615,-0.35,0.95,0.025
1,723,2021-03-16,2.192,-4,0.5,51.1,1,144.7,14.4,12.1,2.9,974,-13.22,0,0.045,-0.1,1,0
1,724,2021-03-17,2.427,8.627272727,1.290909091,35.35454545,11.76363636,164.8545455,21.5,8.854545455,2.554545455,972,-6.697727273,317.647,204.0305455,-0.118181818,1.336363636,139.9909091
1,725,2021-03-18,2.512857143,9.5,0.785714286,40.55714286,3.842857143,151.6428571,14.98571429,9.371428571,2.028571429,964.7142857,-4.004,157.3304286,91.643,0.2,0.871428571,32.71428571
1,726,2021-03-19,2.144,9,0.2,49.6,1.1,141.9,42.1,10.9,2.6,959,-1.789,731,474.1,-0.2,1.6,411.5
1,727,2021-03-20,2.07275,10.9,0.275,37.7,1.75,173.25,53.35,6.5,3.575,960.5,-3.7515,757.1,493.85,-0.075,1.925,370.1
8,735,2021-03-28,2.1555,2.1,2.75,94.9,9,163.9,46.9,9,3.6,955,0.423,0,0.04,-0.4,1.9,0.1
2,737,2021-03-30,2.04225,-3.8,0.175,45.35,0.6,145.95,30.1,8.925,2.5,975.75,-15.16,386.395,230.1275,0.225,1.475,174.75
1,738,2021-03-31,2.433,4.9,2.35,57.8,12,179,55.25,4.65,2.65,969,-4.596,423.1205,238.709,-0.65,1.75,246.8
1,739,2021-04-01,2.5325,4.3,0.525,51.325,3.225,152.25,22.925,8.6,2.35,966.25,-4.07875,0,0.04925,-0.225,1.075,0
2,741,2021-04-03,2.102333333,7.366666667,0.366666667,35.23333333,2,143.8,17.3,9.9,2.633333333,975,-7.927666667,446,257.6823333,0.333333333,1.333333333,119.9
1,742,2021-04-04,2.182,9,1,50.3,16,179.1,72.4,3,1.9,969,-1.443,432.8,258,-0.1,1.2,66.8
1,743,2021-04-05,1.996,8.2,0,41.4,1.7,144.6,28,8.9,2.8,967,-6.743,653,360.5,0.1,1.9,357.6
4,747,2021-04-09,2.249,9.5,9.4,29.95,89.3,191.15,33.8,4.6,2.4,963,-7.269,260.7,162.5,-0.4,1.25,67.35
2,749,2021-04-11,2.01,2.4,0.2,37.1,23.7,144.6,58.7,5,2.6,987,-12.94,917,509,-0.3,1.4,348.1
2,751,2021-04-13,2.004375,5.4,0.325,34.9125,3.5875,151.3875,23.4875,11.8375,3.6375,993,-10.372,580.251,326.564625,0.0875,2.0625,285.9375
1,752,2021-04-14,1.98,5.3,0,37.9,0.4,148.4,14.5,9.9,2.1,988,-6.801,0,0.054,0.2,1,0
6,758,2021-04-20,2.918,10.1,4.266666667,33.3,37.36666667,172.6333333,28.46666667,6.7,2.266666667,973.3333333,-6.374333333,11.425,7.390666667,-0.466666667,1.033333333,0.166666667
1,759,2021-04-21,2.416,8.9,6.7,35.7,59.4,171,83.5,4.2,2.7,972,-6.83,0,0.044,-0.5,1.2,0
3,762,2021-04-24,1.99,1.6,0,34.8,0.1,150.2,76.3,2.7,3.1,974,-12.32,862,481.4,-0.3,2.3,394.7
1,763,2021-04-25,2.086,0.6,0.1,91.8,0.7,150,20.9,8.2,2.2,961,-1.474,0,0.041,0.2,1,0
1,764,2021-04-26,2.479,1,1.6,90.4,12.2,170.2,32.2,5.8,2.2,961,-1.722,0,0.047,-0.2,1,0
3,767,2021-04-29,1.881,9.716666667,0.15,32.33333333,1.366666667,158.7,24.53333333,9.566666667,3.15,975.5,-9.416333333,338.3575,185.366,0.183333333,1.616666667,106.9
9,776,2021-05-08,1.974,15.4,0.8,29.15,10.8,150,25,11.7,4.9,979.5,-3.9725,213.05,126.715,0.4,1.55,30.6
1,777,2021-05-09,1.985666667,17.13333333,1.166666667,30.86666667,24.1,181.8666667,38.43333333,13.53333333,5.533333333,982.3333333,0.979,1022.266667,619.0666667,-0.6,3.3,643.4333333
1,778,2021-05-10,1.974,15.1,0.6,39.8,11.5,175.5,43.5,8.3,3.4,979,0.408,319.5,378,-0.6,2.2,485.8
2,780,2021-05-12,1.979333333,18.76666667,1.066666667,34.26666667,8.433333333,145.8,28.1,10.1,3.366666667,977.3333333,0.207666667,918.4,496.2666667,0.066666667,1.866666667,168
1,781,2021-05-13,2.15,10.1,0.4,69.8,0.4,141.1,16.2,9.4,2.6,977,2.25,0,0.057,0.1,1,0
4,785,2021-05-17,2.002166667,14.25,1.5,71.2,2.55,152.8,35.16666667,8.366666667,3.016666667,964.1666667,8.442333333,134.6773333,86.9265,0.166666667,1.55,151.9166667
3,788,2021-05-20,1.968,9.8,0.3,38.7,4.5,141.5,45.6,10.7,5.3,986,-4.152,1472,799.3,0.4,2.3,774.1
1,789,2021-05-21,1.9715,14.9875,0.75,26.6,1.75,151.8125,26.05,10.6125,3.3875,983.375,-6.83275,420.68875,235.245625,0.3375,1.7625,146.675
1,790,2021-05-22,2.024470588,18.21764706,1.417647059,22.80588235,4.970588235,160.4117647,29.90588235,12.32941176,4.517647059,980.5294118,-4.153941176,717.3168824,398.4444118,-0.158823529,2.764705882,337.6235294
1,791,2021-05-23,2.0147,18.99,1.13,31.79,2.2,154.33,33.85,8.96,3.15,971.6,0.6285,647.5233,346.8388,0.01,1.82,302.78
3,794,2021-05-26,2.022333333,16.36666667,1.333333333,26.96666667,2.966666667,165.4333333,29.7,10.6,4.066666667,973,-4.262666667,40.59533333,22.64366667,0.1,2.233333333,3.066666667
1,795,2021-05-27,2.010666667,18.06666667,1.033333333,41.06666667,5.566666667,155.6666667,43,8.166666667,3.366666667,968.6666667,3.672333333,507.3,270.0103333,-0.066666667,1.9,253.7666667
4,799,2021-05-31,2.501,15.3,4.1,73.7,29.5,165.7,47.1,3.5,1.5,972,10,68.01,34.75,-0.2,1,167.7
1,800,2021-06-01,2.139,17.3,1.7,68.8,1.1,143.1,61.3,4.4,2.9,971,8.91,264.6,159.3,-0.2,1.1,206.1
3,803,2021-06-04,2.124,21.2,6.7,37.1,26.3,198.1,26.3,7.4,2.5,960,5.145,74.01,41.85,-0.5,1.4,9.5
1,804,2021-06-05,2.2835,15.45,2,62.1,3.05,148.25,25.95,4.5,1.55,959.5,6.8805,0,0,-0.15,0.85,1.7
1,805,2021-06-06,2.202,13.8,5.4,76.3,13.5,194.9,41.3,7,3.3,961,11.34,277,142.5,-0.3,1.5,207.8
5,810,2021-06-11,2.184333333,21.6,3.533333333,46.56666667,11.36666667,164.2333333,27.26666667,5.933333333,1.966666667,964,8.005666667,466.3,251.6666667,-0.033333333,1.033333333,124.7666667
1,811,2021-06-12,2.1015,18.1,0.8,57.95,1.1,144.55,50.7,6.25,2.4,967,6.0165,725.8,399.9,-0.05,1.15,321.2
1,812,2021-06-13,2.0255,21.7,0.75,43.3,0.45,147.15,19.1,4.85,1.05,971,6.0015,104.655,60.48,0.05,0.7,17.25
1,813,2021-06-14,2.151,25.71666667,0.966666667,51.23333333,4.55,148.25,22.95,6.566666667,2.033333333,969.5,13.32333333,310.0031667,171.3383333,0.083333333,1.55,97.4
1,814,2021-06-15,2.100333333,22.03333333,0.933333333,71.66666667,1.933333333,151.1,35.9,6.8,2.533333333,970,15.32333333,234.91,141.0576667,0.133333333,1.433333333,128.2333333
3,817,2021-06-18,1.9565,17.95,0.35,55.7,4.35,180.2,73.5,2.5,2.4,976,9.845,787.35,417,-0.05,1.45,558.25
2,819,2021-06-20,1.9475,18.3,0.55,38.5,3,144.45,30.45,4.85,1.55,977.5,1.444,404.25,227,0.1,1.05,90.4
1,820,2021-06-21,2.24725,22.275,1.675,51.275,9.55,154.475,61.175,4.075,2.925,964.25,11.9725,344.9,185.7625,-0.025,1.3,130.8
1,821,2021-06-22,2.034,23.3,0.2,57.2,0.8,176.6,55.7,5.2,2.8,956,12.18,674,361.1,0,1.1,250.2
2,823,2021-06-24,2.224,12.3,1.9,89.8,6.7,198.2,87.3,0.8,1.2,969,7.838,0,0.016,-0.3,0.4,0
11,834,2021-07-05,1.885,17,0,70.8,0.4,151.6,75.1,1.8,2.2,985,10.07,417,220.9,0.1,1.3,137.2
1,835,2021-07-06,1.974090909,21.14545455,0.227272727,58.28181818,0.9,154.7818182,32.48181818,9.027272727,3.163636364,977.5454545,12.21181818,557.6027273,299.8394545,0.263636364,2.009090909,222.7545455
1,836,2021-07-07,2.034666667,17.36666667,0.533333333,76.86666667,0.533333333,148.5,25.23333333,7.4,2.233333333,973.3333333,12.53,1.950333333,1.117,0.233333333,1.5,8.266666667
6,842,2021-07-13,1.869,25.7,0.3,37.4,1.7,140.6,59,6.5,3.6,979,8.53,1371,735.2,-0.1,2.1,696.9
1,843,2021-07-14,1.983,21.7,1.4,51.4,9.8,146.7,30.4,10,3.5,974,9.94,0.003,0.062,0.1,1.7,0
3,846,2021-07-17,1.983,10.1,0.3,92.5,0.1,175.8,98.9,0.4,1.7,983,8.71,85.9,43.62,0.4,1.3,64.5
2,848,2021-07-19,2.011384615,16.04615385,0.192307692,73.5,0.230769231,156.0538462,33.79230769,5.907692308,2.153846154,983.4615385,10.79461538,217.3953846,121.1008462,0.130769231,1.4,137.0769231
1,849,2021-07-20,2.066666667,15.93333333,0.366666667,78.73333333,0.166666667,148.1666667,45.3,3.666666667,1.333333333,979.3333333,11.85333333,20.495,10.95666667,0.133333333,0.966666667,13.46666667
2,851,2021-07-22,2.1395,17.25,2.65,51.75,19.6,186.35,30.7,8.25,3.05,962,7.195,15.7225,6.8645,-0.45,2.3,0.2
1,852,2021-07-23,2.211333333,16.2,2.666666667,56.9,16.33333333,181.8333333,30.73333333,9.466666667,3.433333333,961,7.403666667,0,0.04,-0.466666667,2.666666667,0
2,854,2021-07-25,2.261,15.3,1.2,83.2,3.6,188,106.5,0.5,1.3,973,12.97,133.4,71.02,-0.1,1.2,120.8
1,855,2021-07-26,2.12,12.2,1.5,98.7,1.6,158,55.5,4,1.8,973,7.856,25.41,18.88,0.1,1.4,44.6
11,866,2021-08-06,2.073,17.25,1.25,96.85,0.9,154.35,62.7,2.4,1.4,963.5,16.67,2.5255,1.363,-0.25,0.65,1.7
1,867,2021-08-07,1.9646,15.1,1.02,80.56,1.28,152.54,33.86,5.2,1.9,961.6,11.354,112.74,114.3418,0.02,1.42,181.08
1,868,2021-08-08,2.114,12.2,2.9,87.7,5.1,184.8,83.9,1.6,1.1,970,7.249,0.002,0.06,0.2,1.3,0
1,869,2021-08-09,1.982,14.1,1,70.9,2.4,147.9,31.7,7.7,3.9,970,7.834,0,0.069,0.2,1.3,0
3,872,2021-08-12,2.0775,13.65,0.5,79.8,0.8,189.25,66.75,2.85,1.65,977,7.1135,116.263,82.91,-0.45,0.85,99.3
3,875,2021-08-15,2.0785,15.95,0.6,83.6,0.7,168.95,57.95,5.1,2,963.5,12.12,0,0.06,0,1.4,0.5
1,876,2021-08-16,2.664,15.6,1.5,64.9,13.3,185.3,32.5,9.3,3.1,958,9.89,1.604,0.852,-0.4,1.9,22.6
2,878,2021-08-18,1.992,14.46,0.62,80.92,3.42,148.46,25.74,7.66,2.28,973,9.513,108.723,82.0324,0.12,1.56,90.02
1,879,2021-08-19,2.221,13.58,1,95.54,1.98,155.62,30.54,5.12,1.82,970.8,12.95,0.0962,0.0852,-0.14,1.28,2.62
15,894,2021-09-03,2.106,14.5,0.2,84.1,0,168.5,65.7,1.4,0.9,975,11.28,122.3,64.51,0,0.5,27.4
1,895,2021-09-04,2.0865,22.15,0.416666667,48.08333333,0.7,153.65,25,7.866666667,2.383333333,968.3333333,10.85,442.3655,242.8163333,0.25,1.666666667,143.85
1,896,2021-09-05,2.167,17.075,0.575,68.925,0.775,156.025,37.75,6.4,2.325,962.5,9.365,214.63375,118.6845,-0.025,1.475,146.6
3,899,2021-09-08,2.040333333,22.2,0.75,47.85,1.716666667,150.0833333,32.56666667,6.683333333,2.583333333,971.6666667,8.524666667,521.0666667,290.0016667,0.133333333,1.75,229.8833333
1,900,2021-09-09,2.079,19,1.2,57.2,1.6,147.8,26.4,9.3,3.4,966,9.24,0,0.024,0.2,2,0
1,901,2021-09-10,2.061,10.4,0.4,89.1,0.1,148,70,1.5,1.4,977,8.07,0.766,0.365,0.1,0.7,0
1,902,2021-09-11,2.0461,18,0.41,69.12,1.19,151.77,28.72,7.54,2.58,973.2,11.449,212.5783,116.2704,0.15,1.63,80.35
1,903,2021-09-12,2.3428,13.98,1.02,76.54,4.62,156.02,42.06,5,1.94,969.2,8.8832,148.3526,86.4434,-0.12,1.1,72.56
2,905,2021-09-14,2.405,11.425,2.7375,75.6375,11.175,160.0375,28.1625,5.9625,1.8875,964.875,6.57075,18.253625,11.11825,-0.1125,1.125,25.075
1,906,2021-09-15,2.3065,13.05,1.45,80.55,5.3,172.7,30.2,6.7,2.3,956,9.78,0.001,0.017,-0.2,1.7,0
1,907,2021-09-16,2.038,5.2,0.4,95.3,0.1,176.4,37.4,1.8,0.8,970,5.489,14.07,12.46,-0.1,0.5,0
1,908,2021-09-17,2.186333333,2.266666667,1,98.76666667,0.3,158.6,39.16666667,4.2,1.4,971,0.424,0.382666667,0.283,-0.033333333,0.766666667,4.233333333
2,910,2021-09-19,2.093,8.7,0.5,95.8,0.1,194.9,59.7,1,1.3,966,6.989,4.645,2.179,-0.2,0.6,0
2,912,2021-09-21,2.153142857,11.85714286,1.614285714,77.78571429,14.05714286,163,42.04285714,7.585714286,2.571428571,969.2857143,8.071142857,32.93628571,17.15628571,-0.142857143,1.571428571,27.02857143
1,913,2021-09-22,2.279,11.05,0.85,83.4,2.9,142.6,37.4,4.9,1.6,966,7.126,0,0.011,-0.35,0.7,0
2,915,2021-09-24,2.19025,11.6375,0.9,56.2875,3.4125,152.9375,30.9875,9.3125,3.3875,970.625,1.4585,300.289,158.297625,0.125,2.1,180.5
1,916,2021-09-25,2.2715,11.675,0.7,72.45,0.9,167.175,58.375,3.95,1.95,962.5,5.12725,241.6,145.58225,-0.075,0.95,170.925
3,919,2021-09-28,2.19,10.3,0.2,97.9,0.2,160.3,75,2.3,3,961,9.26,6.574,4.064,0.1,1,6.5
1,920,2021-09-29,2.308285714,10.62857143,0.742857143,71.8,2.414285714,150.5714286,26.88571429,6.271428571,1.857142857,969.7142857,4.323285714,124.3587143,78.16457143,-0.014285714,1.014285714,59.91428571
1,921,2021-09-30,2.14925,11.8,0.675,66.325,0.6625,147.1375,37.3,7.1,2.9,967.625,3.724375,206.3255,121.93375,0.1625,1.5125,130.4125
1,922,2021-10-01,2.416666667,10.7,1.333333333,67.4,10.4,169.6333333,38.43333333,4.933333333,1.966666667,972,5.046333333,0.373333333,0.285666667,-0.5,1.1,0
1,923,2021-10-02,2.357647059,12.69411765,0.911764706,49.53529412,4.3,161.8117647,28.52941176,9.964705882,3.352941176,968.4117647,1.851117647,178.9492353,101.1275294,-0.064705882,1.923529412,95.15294118
1,924,2021-10-03,2.447,8.9,2.6,55.1,29,188.2,83.5,2.6,1.8,966,1,0,0.056,-0.3,0.8,0
1,925,2021-10-04,2.230666667,6.4,1.866666667,50.36666667,24.86666667,169.7666667,54.96666667,3.466666667,1.733333333,975,-4.590333333,9.331333333,5.384,-0.366666667,0.7,0.1
3,928,2021-10-07,2.7336,6.54,0.7,43.7,4.98,158.7,19.36,8.82,2.36,970,-4.9516,5.3082,3.8198,-0.34,1.14,0.02
1,929,2021-10-08,2.4695,8.425,0.5875,41.5875,4.45,151.85,25.1375,8.775,2.5375,968.375,-3.72775,61.822375,37.8685,-0.1,1.1125,40.4125
1,930,2021-10-09,2.338,8.32,0.89,45.8,9.96,163.64,22.5,11.2,3.2,961.4,-3.0178,40.1951,21.3063,-0.07,1.44,45.69
1,931,2021-10-10,2.76,9.175,1.475,55.475,16.325,169.2,36.775,5.7,2.125,959,0.39475,0,0.0305,-0.35,0.9,0.15
2,933,2021-10-12,2.050818182,8.327272727,1.127272727,44.65454545,4.472727273,154.2909091,23.87272727,12.40909091,4.054545455,974.0909091,-3.648727273,285.2154545,198.2941818,0.209090909,2.245454545,140.5818182
1,934,2021-10-13,2.1504,8.786666667,0.673333333,41.24,6.12,167.5666667,24.48,10.99333333,3.713333333,969.5333333,-3.8726,242.1646667,169.7020667,0.026666667,2.113333333,137.04
1,935,2021-10-14,2.3286,9,1.14,42.84,15.6,170.94,25.44,7.94,2.32,967.8,-2.8364,182.04,110.8936,-0.26,1.4,39.62
1,936,2021-10-15,2.395,11.83333333,0.466666667,46.6,4.5,182.1333333,74.33333333,2.133333333,2.066666667,964.3333333,0.046,227.98,171.9066667,-0.266666667,0.966666667,96.8
1,937,2021-10-16,2.189,8.2,0.6,45,10.1,173.6,76.9,1,0.9,970,-5.085,215.3,130.1,0.3,0.6,32.5
3,940,2021-10-19,2.019,4.75,1.9,55.65,6,142.55,19.05,12.3,3.6,982,-4.0285,0,0.0115,0.35,1.95,0
4,944,2021-10-23,2.019,6.3,1.3,68.7,41.6,140.5,20.8,13.2,5.1,965,0.156,14.85,6.561,0.5,2.3,0
1,945,2021-10-24,2.210666667,6.266666667,0.8,83.05,3.916666667,163.9833333,25.85,7.583333333,2.666666667,964,3.957666667,39.35933333,18.096,-0.083333333,1.2,12.2
1,946,2021-10-25,2.037,6.5,0.433333333,90.4,1.733333333,154.6333333,21.6,13.16666667,4.333333333,952,4.942,0,0,0.333333333,1.933333333,0
1,947,2021-10-26,2.303714286,5,0.8,91.7,3.171428571,157,29.55714286,7.1,2.371428571,954.4285714,3.894714286,44.24285714,35.57142857,-0.028571429,1.157142857,29.27142857
1,948,2021-10-27,2.5515,3,0.9,91.15,1.75,156.4,32.85,5.6,1.95,959,2.299,0.3305,0.216,-0.5,0.9,0
1,949,2021-10-28,2.607333333,6.2,2.033333333,45.83333333,19.6,177.3333333,21.16666667,7.166666667,2.1,966.3333333,-4.380666667,48.791,38.01866667,-0.433333333,1.166666667,5.566666667
1,950,2021-10-29,2.125,-0.3,0.85,74.25,6.8,174.7,46.2,3.6,1.65,965,-4.9745,0,0.0155,-0.35,0.5,0
2,952,2021-10-31,2.095,0.625,0.2,70.05,1.425,162.225,29.825,3.675,1.3,986,-5.80175,206.4475,131.4325,0.1,0.7,190.075
1,953,2021-11-01,2.086888889,1.088888889,0.288888889,57.5,0.633333333,146.0888889,14.76666667,11.24444444,2.7,981.6666667,-7.879666667,127.8665556,90.63788889,0.211111111,1.177777778,62.27777778
1,954,2021-11-02,2.7065,3.575,5.825,51.675,62,179.075,17.75,6.6,1.475,975,-5.51175,112.805,73.0875,-0.275,0.925,21.55
1,955,2021-11-03,2.231,0.483333333,1.166666667,72.25,3.15,148.2833333,29.06666667,8.283333333,2.166666667,970.1666667,-3.899166667,2.243166667,1.097666667,0.266666667,0.7,0
4,959,2021-11-07,2.218666667,-1.3,0.733333333,92,3.966666667,144.2666667,26,5.3,1.4,962.3333333,-2.591666667,0.003666667,0.010666667,-0.366666667,0.466666667,0
4,963,2021-11-11,2.033333333,-0.783333333,0.266666667,84.46666667,0.4,153.3166667,23.16666667,9.316666667,3.016666667,985.5,-3.193,2.2385,3.704666667,0.283333333,1.483333333,1.566666667
1,964,2021-11-12,2.043333333,-1.733333333,0.633333333,82.9,3.95,152.95,21.96666667,14.48333333,4.266666667,975,-4.3345,0.000333333,0.024,0.35,2.016666667,0
5,969,2021-11-17,2.074833333,-8.833333333,0.25,78.55,1.35,162.3333333,29.98333333,8.266666667,3.133333333,983.1666667,-11.97,52.67666667,49.17333333,0.1,1.483333333,74.56666667
7,976,2021-11-24,2.140333333,-14.63333333,0.3,72.2,0.6,146.7666667,24.93333333,5.3,1.933333333,981.3333333,-18.59,36.00833333,93.92333333,0,1.166666667,34.43333333
2,978,2021-11-26,2.439,-3.5,0.75,91.05,0.4,141.55,12,12.3,2.85,955,-3.1765,0.0015,0.007,-0.3,0.5,0
1,979,2021-11-27,2.187833333,-4.016666667,0.516666667,59.48333333,1.75,160.7,36.53333333,4.616666667,1.6,975.5,-11.39,109.0116667,124.785,0.15,0.65,129.5833333
1,980,2021-11-28,2.243666667,-0.166666667,0.566666667,76.9,1.433333333,142.3666667,15.73333333,12.36666667,2.966666667,959,-2.921,60.44,43.39666667,0.166666667,1.3,106.5666667
2,982,2021-11-30,2.158,-8.7,0,79,0.2,146.6,16.8,8.9,2.3,971,-12.29,0,0,0.2,1.8,0
6,988,2021-12-06,2.212,-25.9,0.35,76.65,0.2,141.55,14,7.1,2.15,968.5,-28.56,0,0,-0.1,0.5,0
1,989,2021-12-07,2.369,-25,0.333333333,76.96666667,0.2,141.0333333,14.33333333,5.933333333,1.566666667,966.6666667,-27.53333333,12.53666667,24.92333333,-0.166666667,0.7,19.56666667
1,990,2021-12-08,2.372,-14.4,0.2,84.5,0.2,140.2,21.5,4.9,1.7,953,-14.18,0,0,0.2,1.1,0
1,991,2021-12-09,2.427,-8.1,0.9,80.2,1.7,167.4,44.9,4.7,3.5,953,-10.96,21.21,48.47,-0.4,0.7,114.4
1,992,2021-12-10,2.488571429,-16.94285714,1.228571429,83.1,0.928571429,150.0428571,37.42857143,3.071428571,1.671428571,955.4285714,-16.88142857,15.561,53.86857143,-0.057142857,0.671428571,72.95714286
1,993,2021-12-11,2.271,-6.9,0.3,82.4,0.5,158,61.4,5.5,4.7,939,-7.795,0.025,0.157,-0.6,1.3,0
6,999,2021-12-17,2.112,-25.36666667,0.166666667,69.3,0.333333333,149,15.7,10.7,2.633333333,985,-29.70666667,19.70133333,53.78,0.266666667,0.8,21.5
1,1000,2021-12-18,2.135,-25.6,0.2,75.5,0.7,141,11.8,6.5,1.6,974,-27.85,0,0,-0.1,0.9,0.4
1,1001,2021-12-19,2.219,-26,0.5,77.8,1.2,151.9,77,1.1,1.1,979,-30.34,0,0,-0.3,0.4,0
